,pmid,aff,country
226,12634406,"""Department of Virology, Beckman Research Institute of the City of Hope, Duarte, CA 91010, USA.""",United States
227,17082594,"""Cellular Immunology Laboratory, Queensland Institute of Medical Research, Brisbane, Australia.""",Australia
228,9820497,"""CRC Institute for Cancer Studies, University of Birmingham, United Kingdom. Brooksjm@cancer.bham.ac.uk""",United Kingdom
229,12391232,"""Department of Microbiology and Immunology, University of Melbourne, Parkville, Victoria, Australia.""",Australia
230,16336973,"""Department of Medicine III, Hematology and Oncology, Johannes Gutenberg-University of Mainz, Langenbeckstrasse 1, D-55101 Mainz, Germany.""",Germany
231,17357107,"""Division of Infectious Diseases and Immunology, Queensland Institute of Medical Research, Brisbane, Australia. scott.burrows@qimr.edu.au""",Australia
232,11395212,"""Co-operative Research Centre for Vaccine Technology, Queensland Institute of Medical Research, PO Royal Brisbane Hospital, Brisbane, Australia 4029. mandviB@qimr.edu.au""",Australia
233,9886375,"""Department of Biochemistry and Molecular Biology, University of Ferrara, Italy. reali.eva@hsr.it""",Italy
234,7818553,"""Department of Biochemistry and Molecular Biology, University of Ferrara, Italy.""",Italy
235,11468143,"""Division of Transplantation Medicine, South Carolina Cancer Center, Palmetto Health Alliance and University of South Carolina School of Medicine, Columbia, SC, USA.""",United States
236,7531143,"""Institute of Molecular Medicine, John Radcliffe Hospital, Oxford.""",United Kingdom
237,16148129,"""Cellular Immunology Laboratory, Queensland Institute of Medical Research, Brisbane, Australia.""",Australia
238,17057332,"""Institute of Medical Microbiology and Immunology, Panum Institute 18.3.20, Blegdamsvej 3B, 2200N Copenhagen, Denmark. g.roder@immi.ku.dk""",Denmark
239,12530975,"""Department of Microbiology &amp; Immunology, University of Melbourne, Parkville, Victoria 3010, Australia.""",Australia
240,11035060,"""Department of Biochemistry and Molecular Biology, Pharmaceutical Sciences, and Morphology and Embryology, University of Ferrara, Ferrara, Italy.""",Italy
241,7500030,"""Institute of Molecular Medicine, John Radcliffe Hospital, Headington, Oxford, United Kingdom.""",United Kingdom
242,8642677,"""EBV Unit, Queensland Institute of Medical Research, Brisbane, Australia.""",Australia
243,10458773,"""Department of Biochemistry and Molecular Biology, University of Ferrara, Ferrara, Italy.""",Italy
244,15935885,"""WHO Immunology Centre, Faculty of Medicine, National University of Singapore, Republic of Singapore.""",Singapore
245,10359113,"""Queensland Institute of Medical Research and Joint Oncology Program, University of Queensland, Brisbane, Australia. rajivK@qimr.edu.au""",Australia
246,11012976,"""Instituto de Inmunolog\xc3\xada del Valle, Universidad del Valle, Cali, Colombia.""",Colombia
247,10233722,"""Biochemistry and Molecular Biology, University of Ferrara, Italy.""",Italy
248,12972191,"""D\xc3\xa9partement d&#x27;Immunologie, Inserm U567,CNRS UMR 8104, Universit\xc3\xa9 Paris V Ren\xc3\xa9 Descartes, IFR Alfred Jost, Institut Cochin, 27 rue du Faubourg Saint Jacques 75014 Paris, France.""",France
249,12393434,"""Division of Immunology, Aichi Cancer Center Research Institute, Nagoya, Japan. kkuzushi@aichi-cc.jp""",Japan
250,11535524,"""Division of Virology, Aichi Cancer Center Research Institute, Nagoya, Japan. kkuzushi@aichi-cc.pref.aichi.jp""",Japan
251,10072559,"""Tumour Immunology Laboratory, Epstein-Barr Virus Unit, Bancroft Centre, Queensland Institute of Medical Research, University of Queensland, Joint Oncology Program, Herston, Australia. rajivK@qimr.edu.au""",Australia
252,9846695,"""Department of Immunology, Institute for Cell Biology, Eberhard-Karls University T\xc3\xbcbingen, Germany.""",Germany
253,17492596,"""W. Harry Feinstone Department of Molecular Microbiology and Immunology, Johns Hopkins Bloomberg School of Public Health, Baltimore, MD 21205, USA.""",United States
254,7547693,"""Microbiology and Tumorbiology Center, Karolinska Institute, Stockholm, Sweden.""",Sweden
255,15557146,"""Division of Gastroenterology, Infectiology and Rheumatology, Charit\xc3\xa9 Berlin, Campus Benjamin Franklin, Free University Berlin, Germany. heiner.appel@charite.de""",Germany
256,15307183,"""Division of Infectious Diseases and Immunology, Queensland Institute of Medical Research, Brisbane, Australia.""",Australia
257,16275762,"""The Protein Crystallography Unit, Department of Biochemistry and Molecular Biology, School of Biomedical Sciences, Monash University, Clayton, Victoria, Australia.""",Australia
258,15535830,"""Charite Berlin, Campus Benjamin Franklin, Department for Gastroenterology, Infectiology and Rheumatology, Berlin, Germany. heinerappel@yahoo.com""",Germany
259,12110330,"""Dipartimento di Scienze Farmaceutiche e Centro di Biotecnologie, Via Fossato di Mortara 17-19, Universit\xc3\xa0 di Ferrara, I-44100 Ferrara, Italy. mrn@dns.unife.it""",Italy
260,14981767,"""Department of Medical Microbiology and Immunology, University of Aarhus, Aarhus C, Denmark.""",Denmark
261,12692225,"""Tumour Immunology Laboratory and Co-Operative Centre for Vaccine Technology, Division of Infectious Diseases and Immunology, Queensland Institute of Medical Research, Australia.""",Australia
262,17554032,"""Epimmune, San Diego, CA, USA.""",United States
263,17554032,"""Department of Medicine I, University Hospital Bochum (BG Kliniken Bergmannsheil), Bochum, Germany.""",Germany
264,17554032,"""Department of Medicine II, University Hospital Freiburg, Freiburg, Germany.""",Germany
265,17142892,"""Biostructural Research, Department of Medicinal Chemistry, The Danish University of Pharmaceutical Sciences, Universitetsparken 2, DK-2100 Copenhagen, Denmark.""",Denmark
266,8763995,"""URA 1156 CNRS, Institut Gustave Roussy, Villejuif, France.""",France
267,17030875,"""Institute of Immunology, PLA, The Third Military Medical University, Chongqing 400038, People&#x27;s Republic of China.""",China
268,17629360,"""Department of Biology, The Hong Kong University of Science and Technology, Clear Water Bay, Kowloon, Hong Kong SAR, China.""",China
269,15802306,"""Department of Immunology, Institute for Cell Biology, University of T\xc3\xbcbingen, Auf der Morgenstelle 15, 72076 T\xc3\xbcbingen, Germany.""",Germany
270,17548627,"""Division of Vaccine Discovery, La Jolla Institute for Allergy and Immunology, 9420 Athena Circle, La Jolla, CA 92037, USA.""",United States
271,16101819,"""Department of Vaccines, National Public Health Institute, Helsinki, Finland. anne.tammiruusu@ktl.fi""",Finland
272,12431390,"""Laboratory of Vaccine Research, National Institute of Public Health and the Environment, P.O. Box 1, 3720 BA Bilthoven, The Netherlands.""",Netherlands
273,9144467,"""Histocompatibility Laboratory, Contract for Young Research Unit INSERM 94-03 and INSERM Unit 311, Blood Transfusion Establishment, Strasbourg, France.""",France
274,9548478,"""Microbiology and Tumor Biology Center, Karolinska Institute, Stockholm, Sweden. elelev@ki.se""",Sweden
275,17565177,"""Department of Immunology, Division of Medicine, Hammersmith Hospital, Imperial College, London, England.""",United Kingdom
276,7538538,"""Department of Immunohematology and Blood Bank, University Hospital Leiden, The Netherlands.""",Netherlands
277,18097044,"""Laboratory of Cellular and Molecular Immunology, Eye Institute, University of California Irvine, School of Medicine, Irvine, CA 92697, USA.""",United States
278,18234055,"""Center for Molecular Virology, Institute of Microbiology, Chinese Academy of Sciences, and Graduate University of Chinese Academy of Sciences, Beijing, China.""",China
279,17900990,"""Center for Molecular Virology, Institute of Microbiology, Chinese Academy of Sciences, Beijing 100080, China.""",China
280,15849183,"""Protein Crystallography Unit, Department of Biochemistry and Molecular Biology, School of Biomedical Sciences, Monash University, Clayton, Victoria 3800, Australia.""",Australia
281,18299564,"""Department of Microbiology and Immunology, University of Oklahoma Health Sciences Center, 975 NE 10th Street, Oklahoma City, OK 73104, USA.""",United States
282,18248530,"""Department of Microbiology and Cell Biology, Indian Institute of Science, Bangalore 560012, India.""",India
283,17981331,"""Queensland Institute of Medical Research and Australian Centre for Vaccine Development, 300 Herston Road, Herston 4029, Brisbane, Australia.""",Australia
284,17929331,"""School of Chemistry, University of Birmingham, Birmingham, B15 2TT, UK.""",United Kingdom
285,18212086,"""Department of Infectious Diseases, Hamamatsu University School of Medicine, 1-20-1 Handa-yama, Higashi-ku, Hamamatsu 431-3192, Japan.""",Japan
286,9636190,"""Department of Oncology and Pathology, Johns Hopkins University School of Medicine, 720 Rutland Avenue, Ross 364, Baltimore, MD 21205, USA. tgreten@welchlink.jhu.edu""",United States
287,11514722,"""Laboratory of Vaccine Research1, Laboratory of Organic Analytical Chemistry2, Laboratory of Pathology and Immunobiology3, National Institute of Public Health and the Environment, PO Box 1, 3720 BA Bilthoven, The Netherlands.""",Netherlands
288,11514722,"""Department of Immunohematology and Blood Transfusion, Leiden University Medical Center, Leiden, The Netherlands4.""",Netherlands
289,11400172,"""Cancer Immunology Program, Cardinal Bernardin Cancer Center, Loyola University Chicago, Maywood, Illinois 60153, USA.""",United States
290,9295031,"""Division of Parasitic Diseases, National Center for Infectious Diseases, Centers for Disease Control and Prevention, Atlanta, GA 30341-3724, USA. Kumar@FORM-NET.COM""",United States
291,7791441,"""Arthritis and Immunology Program, Oklahoma Medical Research Foundation, Oklahoma City 73104, USA.""",United States
292,18402997,"""Department of Surgery, The Pennsylvania State University College of Medicine, Hershey, PA 17033, USA.""",United States
293,18540051,"""Institute of International Health, Immunology and Microbiology, University of Copenhagen, Blegdamsvej 3, DK-2200 Copenhagen, Denmark. g.roder@immi.ku.dk""",Denmark
294,9751018,"""Laboratory of Organic Analytical Chemistry and Laboratory of Vaccine Development and Immune Mechanisms, National Institute of Public Health and the Environment, The Netherlands.""",Netherlands
295,17934211,"""Centro de Biolog\xc3\xada Molecular Severo Ochoa (Consejo Superior de Investigaciones Cient\xc3\xadficas and Universidad Aut\xc3\xb3noma de Madrid), Universidad Aut\xc3\xb3noma, 28049 Madrid, Spain.""",Spain
296,8643447,"""Department of Molecular and Cellular Biochemistry, Harvard University, Cambridge, MA 02138, USA.""",United States
297,15564450,"""Department of Immunobiology, GKT School of Medicine, 2nd Floor, New Guy&#x27;s House, Guy&#x27;s Hospital, London SE1 9RT, United Kingdom.""",United Kingdom
298,15982792,"""Chiron Vaccines, Via Fiorentina 1, 53100 Siena, Italy.""",Italy
299,17892322,"""Department of Pediatrics, Oregon Health and Sciences University, Portland, Oregon, USA.""",United States
300,10404429,"""Virus/Oncology Research Unit, Korea Research Institute of Bioscience and Biotechnology, Taejon, Korea.""",South Korea
301,12538674,"""Division of Virology and Immunology, Mogam Biotech. Institute, Koosung-myun, Yongin-city Kyonggi-do, South Korea.""",South Korea
302,17096832,"""Institute of Surgical Research and Hospital Management, University Hospital Basel, Switzerland. mprovenzano@uhbs.ch""",Switzerland
303,17942551,"""GENimmune NV (Innogenetics NV), Ghent, Belgium.""",Belgium
304,7520476,"""Cattedra Malattie Infettive, Universit\xc3\xa0 di Parma, Italy.""",Italy
305,18753217,"""Institute of Clinical and Experimental Transfusion Medicine, University of T\xc3\xbcbingen, Otfried-M\xc3\xbcller-Str. 4/1, 72076 T\xc3\xbcbingen, Germany.""",Germany
306,18753217,"""Department of Immunology, Institute for Cell Biology, University of T\xc3\xbcbingen, Auf der Morgenstelle 15, 72076 T\xc3\xbcbingen, Germany.""",Germany
307,18753217,"""Department of Molecular Pathology, University of T\xc3\xbcbingen, Liebermeisterstra\xc3\x9fe 8, 72076 T\xc3\xbcbingen, Germany.""",Germany
308,18270323,"""Australian Centre for Vaccine Development and Division of Infectious Diseases and Immunology, Queensland Institute of Medical Research, Brisbane, Australia.""",Australia
309,18797815,"""Center for Biological Sequence Analysis, BioCentrum-DTU, Technical University of Denmark, Lyngby, Denmark.""",Denmark
310,18794202,"""Department of Immunology, Institute for Cell Biology, University of T\xc3\xbcbingen, Auf der Morgenstelle 15, D-72076 T\xc3\xbcbingen, Germany.""",Germany
311,18546263,"""Cancer Bioimmunotherapy Unit, Centro di Riferimento Oncologico, IRCCS-National Cancer Institute, Aviano, PN, Italy.""",Italy
312,10760807,"""Laboratory of Vaccine Research, National Institute of Public Health and the Environment, Bilthoven, The Netherlands.""",Netherlands
313,18275829,"""MRC Human Immunology Unit, Weatherall Institute of Molecular Medicine, University of Oxford, John Radcliffe Hospital, Oxford, UK.""",United Kingdom
314,10518571,"""Department of Surgery, University of Pittsburgh Medical Center, Pittsburgh, PA 15261, USA.""",United States
315,7527444,"""Cytel, San Diego, CA 92121, USA.""",United States
316,9710228,"""Department of Cell Biology and Development, University of Rome La Sapienza, Roma, Italy.""",Italy
317,11391001,"""Department of Pathology, Harvard Medical School, Boston, MA 02115, USA.""",United States
318,9878435,"""Institut f\xc3\xbcr Immungenetik Universit\xc3\xa4tsklinikum Charit\xc3\xa9, Humboldt-Universit\xc3\xa4t zu Berlin, Spandauer Damm 130, Berlin, D-14050, Germany.""",Germany
319,17259989,"""Protein Crystallography Unit, Department of Biochemistry and Molecular Biology, School of Biomedical Sciences, Monash University, Clayton, Victoria 3800, Australia.""",Australia
320,8574469,"""Department of Surgery, University Hospital Leiden, The Netherlands.""",Netherlands
321,7506574,"""Department of Immunohaematology, University Hospital, Leiden, The Netherlands.""",Netherlands
322,15537660,"""Dipartimento di Biologia Cellulare e dello Sviluppo, Universit\xc3\xa0 di Roma La Sapienza, via dei Sardi 70, 00185 Roma, Italy.""",Italy
323,16962135,"""Molecular Immunology Section, Neuroimmunology Branch, National Institute of Neurological Disorders and Stroke, National Institutes of Health, Bethesda, MD 20892, USA.""",United States
324,10429675,"""Department of Molecular and Cellular Biology, Howard Hughes Medical Institute, Harvard University, Cambridge, Massachusetts 02138, USA.""",United States
325,14555655,"""Institut f\xc3\xbcr Immungenetik, Charit\xc3\xa9, Humboldt-Universit\xc3\xa4t zu Berlin, Spandauer Damm 130, 14050 Berlin, Germany.""",Germany
326,18582999,"""Medizinische Hochschule Hannover, Abt. Gastroenterologie, Hepatologie und Endokrinologie, Carl-Neuberg Strasse 1, 30625 Hannover, Germany.""",Germany
