,type,affiliation
201,hospital,"""Cancer Immunobiology, Olivia Newton-John Cancer Research Institute, Austin Hospital, Heidelberg, Victoria, Australia. anthony.purcell@monash.edu Andreas.behren@onjcri.org.au ralf.schittenhelm@monash.edu."""
202,private,"""Ribological GmbH, 55131 Mainz, Germany."""
203,institute,"""Tri-Institutional Therapeutics Discovery Institute, New York, New York, USA."""
204,university,"""Science for Life Laboratory, Department of Medicine, Solna, Karolinska Institutet, 10450 Stockholm, Sweden."""
205,private,"""Cytiva, Marlborough, MA 01752, USA."""
206,university,"""Australian Research Council Centre of Excellence for Advanced Molecular Imaging, Monash University, Clayton, VIC 3800, Australia."""
207,university,"""College of Veterinary Medicine, China Agricultural University, Beijing 100193, China."""
208,private,"""German Center for Infection Research (DZIF), Munich and Hannover Sites, Braunschweig, Germany."""
209,university,"""ARC Centre of Excellence in Advanced Molecular Imaging, Monash University, Clayton, VIC, 3800, Australia. stephanie.gras@monash.edu."""
210,private,"""GE Healthcare Life Sciences, Marlborough, Massachusetts 01752."""
211,university,"""From the Department of Biochemistry and Molecular Biology, School of Biomedical Sciences, Monash University, Clayton, Melbourne 3800, Australia."""
212,university,"""From the Biomedical Sciences Research Complex, University of St. Andrews, St. Andrews KY16 9ST, Scotland."""
213,university,"""Jenner Institute, University of Oxford, Oxford, United Kingdom."""
214,institute,"""Tri-Institutional Therapeutics Discovery Institute, New York, New York, United States of America."""
215,university,"""Department of Medical Oncology, Leiden University Medical Center, Leiden, Netherlands."""
216,university,"""Fondazione Andrea Cesalpino, Istituto di I Clinica Medica and Dipartimento di Malattie Infettive, Universit\xc3\xa0 di Roma La Sapienza, Italy."""
217,private,"""Immunocore Ltd., 92 Park Drive, Milton Park, Abingdon, OX14 4RY, USA. chandramouli.chillakuri@immunocore.com."""
218,university,"""Center for AIDS Research, Kumamoto University, Chuo-ku, Kumamoto, Japan."""
219,university,"""Institute for Cell Biology, Department of Immunology, University of T\xc3\xbcbingen, T\xc3\xbcbingen, Germany; German Cancer Consortium (DKTK), DKFZ Partner Site, T\xc3\xbcbingen, Germany."""
220,hospital,"""Pediatric Department, Songkhla Hospital, Ministry of Public Health, Songkhla, Thailand."""
221,university,"""Leiden University Medical Center, Leiden, The Netherlands."""
222,hospital,"""Department of Immunohematology, University Hospital, Leiden, The Netherlands."""
223,private,"""Biotechnology Division, Defence Research and Development Establishment, Gwalior 474002, India. Electronic address: dvkamboj@gmail.com."""
224,university,"""Department of Veterinary Resources, Weizmann Institute of Science, Rehovot, Israel."""
225,university,"""Department of Surgery, Cardinal Bernardin Cancer Center, Loyola University Chicago, Maywood, Illinois, USA;"""
226,university,"""Theoretical Biology and Bioinformatics, Utrecht University , Utrecht , Netherlands."""
227,university,"""Institute of Infection and Immunity, Cardiff University School of Medicine, Heath Park, Cardiff, CF14 4XN, UK. jamie.rossjohn@monash.edu."""
228,hospital,"""University Hospital Heidelberg, Heidelberg, Germany. wolfgang.wick@med.uni-heidelberg.de."""
229,university,"""Centro de Biolog\xc3\xada Molecular Severo Ochoa, CSIC-Universidad Aut\xc3\xb3noma de Madrid, Cantoblanco, Madrid, Spain."""
230,university,"""Australian Research Council Centre of Excellence in Advanced Molecular Imaging, Monash University, Clayton, Victoria, Australia."""
231,university,"""Quantitative Biology Center, University of T\xc3\xbcbingen, 72076 T\xc3\xbcbingen, Germany."""
232,private,"""IBM Haifa Research Lab, Haifa 31905, Israel."""
233,private,"""Margaret Cancer Centre, Toronto, Ontario, Canada."""
234,university,"""Robert H. Lurie Comprehensive Cancer Center, Northwestern University Feinberg School of Medicine, Chicago, IL, USA."""
235,university,"""Howard Hughes Medical Institute, Stanford University, Stanford, California 94305, USA."""
236,university,"""\xe2\x80\x96Department of Neurosurgery, University of Colorado, Denver, Colorado 80045."""
237,institute,"""Technion - Israel Institute of Technology, Haifa, Israel."""
238,university,"""Center for Integrated Protein Science Munich at the Department of Biosciences, Technische Universit\xc3\xa4t M\xc3\xbcnchen, Freising, Germany."""
239,university,"""Division of Medical Sciences: Biological and Biomedical Sciences, Harvard Medical School, Boston, MA;"""
240,private,"""Applied Bioinformatics Core, Weill Cornell Medicine, New York, NY, USA."""
241,institute,"""CAS Key Laboratory of Protein and Peptide Pharmaceuticals, Institute of Biophysics, Chinese Academy of Sciences (CAS), Beijing, China."""
242,university,"""Department of Chemistry and Chemical Engineering, California Institute of Technology, Pasadena, CA 91125, USA; Materials and Process Simulation Center, California Institute of Technology, Pasadena, CA 91125, USA."""
243,private,"""Swiss Red Cross Blood Transfusion Services Zurich and Chur, Loestrasse 170, 7000, Chur, Switzerland."""
244,university,"""\xc2\xa7\xc2\xa7\xc2\xa7Cancer Sciences Division, Faculty of Medicine, University of Southampton, Southampton, UK."""
245,private,"""Netherlands Proteomics Centre, Utrecht, The Netherlands."""
246,university,"""Center for Molecular Neurobiology, University Medical Center, Hamburg-Eppendorf, 20251 Hamburg, Germany."""
247,university,"""Department of Medicine, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA 19104."""
248,private,"""DKFZ Partner Site T\xc3\xbcbingen, German Cancer Consortium (DKTK), Auf der Morgenstelle 15, 72076, T\xc3\xbcbingen, Germany."""
249,university,"""Department of Microbiology and Immunology, Emory University School of Medicine, Atlanta, GA, USA."""
250,university,"""Department of Immunohematology and Blood Transfusion, Leiden University Medical Center, Leiden, the Netherlands."""
251,university,"""Department of Biochemistry and Molecular Biology, Monash University, Clayton, Victoria 3800, Australia; Australian Research Council Centre of Excellence in Advanced Molecular Imaging, Monash University, Clayton, Victoria 3800, Australia; and."""
252,university,"""Department of Clinical Medicine, Rajendra Memorial Research Institute of Medical Sciences, Patna, India."""
253,institute,"""Immunology and Diabetes Unit, St Vincent&#x27;s Institute of Medical Research, Fitzroy, Victoria, Australia."""
254,private,"""Epimmune, San Diego, CA 92121, USA. gishioka@epimmune.com"""
255,private,"""IRCCS Istituto Giannina Gaslini, 16148 Genoa, Italy."""
256,private,"""Center for Virology and Vaccine Research, Beth Israel Deaconess Medical Center, Boston, MA, USA."""
257,hospital,"""Department of Medicine and Therapeutics, Prince of Wales Hospital, Chinese University of Hong Kong, Hong Kong, Hong Kong."""
258,university,"""Institute of Pathogen Biology, Chinese Academy of Medical Sciences and Peking Union Medical College, Beijing, 100730, China. yhe@ipb.pumc.edu.cn."""
259,university,"""Department of Pathology, Sapporo Medical University School of Medicine, Sapporo, Japan. ichiya@sapmed.ac.jp"""
260,university,"""Division of Infection and Immunity, Cardiff University School of Medicine, Cardiff, UK."""
261,hospital,"""Ragon Institute of Massachusetts General Hospital, Massachusetts Institute of Technology, Harvard University, Boston, MA, 02139, USA."""
262,university,"""the School of Medicine, University of St. Andrews, St. Andrews KY16 9TF, Scotland, and."""
263,university,"""From the \xe2\x80\xa1Department of Biochemistry and Molecular Biology, Monash University, Clayton, VIC 3800, Australia."""
264,private,"""NantHealth, Inc, Santa Cruz, California, USA."""
265,university,"""Biochemistry and Molecular Biology, University of Ferrara, Italy."""
266,university,"""Department of Internal Medicine, Medical School and University Clinic, University of Navarra, Pamplona, Spain. psarobe@unav.es"""
267,university,"""Biomolecular Mass Spectrometry and Proteomics, Bijvoet Center for Biomolecular Research and Utrecht Institute for Pharmaceutical Sciences, Utrecht University, Padualaan 8, 3584 CH Utrecht, The Netherlands."""
268,university,"""Departments of Urology and Pathology, University of Michigan, 1500 E. Medical Center Drive, Ann Arbor, MI 48109, USA."""
269,university,"""Department of Pathology, Johns Hopkins University School of Medicine, Baltimore, MD, USA. vogelbe@jhmi.edu."""
270,university,"""Sorbonne Universit\xc3\xa9, Inserm, CNRS, Centre d&#x27;Immunologie et des Maladies Infectieuses (CIMI-Paris), Paris, France; Metabiota, San Francisco, CA, USA."""
271,university,"""Department of Immunology, Interfaculty Institute for Cell Biology , University of T\xc3\xbcbingen , 72076 T\xc3\xbcbingen , Germany."""
272,university,"""The Jenner Institute, Target Discovery Institute Mass Spectrometry Laboratory, University of Oxford, Oxford, UK."""
273,university,"""Center for Translational Immunology, University Medical Center Utrecht, University of Utrecht, Utrecht, Netherlands."""
274,university,"""Department of Ophthalmology, University Medical Center Utrecht, University of Utrecht, Utrecht, Netherlands."""
275,institute,"""La Jolla Institute for Allergy and Immunology, 92037, La Jolla, CA."""
276,private,"""Microsoft Research, Redmond, WA 98052;"""
277,university,"""Department of Structural Biology, School of Medicine, Stanford University, Stanford, CA 94305, USA; Department of Microbiology &amp; Immunology, School of Medicine, Stanford University, Stanford, CA 94305, USA. Electronic address: hghhilton@gmail.com."""
278,university,"""Department of Pathology, Washington University School of Medicine, St. Louis, MO 63110, USA."""
279,university,"""Department of Chemistry and Biochemistry, University of Notre Dame, Notre Dame, IN 46556."""
280,university,"""School of Public Health, Cheeloo College of Medicine, Shandong University, Jinan 250012, China."""
281,university,"""Department of Molecular and Experimental Medicine, Scripps Research Institute, La Jolla, CA 92037."""
282,university,"""Department of Microbiology and Immunology, University of Melbourne at The Peter Doherty Institute, Melbourne, VIC, 3000, Australia."""
283,hospital,"""Department of Pathology, Brigham and Women&#x27;s Hospital, Boston, MA, USA."""
284,university,"""Department of Biochemistry and Molecular Biology, Monash University, Clayton, VIC 3800, Australia."""
285,university,"""Olivia Newton-John Cancer Research Institute, and School of Cancer Medicine, La Trobe University, Heidelberg, VIC, 3084, Australia."""
286,hospital,"""Department of Oncology, Lausanne University Hospital (CHUV), Epalinges, Switzerland."""
287,hospital,"""Institute for Molecular Medicine, John Radcliffe Hospital, Oxford, United Kingdom."""
288,hospital,"""Assistance Publique H\xc3\xb4pitaux de Paris, Service de Diab\xc3\xa9tologie, Cochin Hospital, Paris, France."""
289,university,"""Department of Biochemistry, University of Illinois, Urbana, IL 61801; procko@illinois.edu nsgourak@ucsc.edu."""
290,university,"""Winship Cancer Institute of Emory University, Atlanta, GA, USA."""
291,institute,"""XiangXue Life Sciences Research Center, XiangXue Pharmaceutical Co. Ltd, Guangzhou, PR China."""
292,private,"""Immunocore Ltd., 92 Park Drive, Milton Park, Abingdon, OX14 4RY, USA."""
293,university,"""W. Harry Feinstone Department of Molecular Microbiology and Immunology, Johns Hopkins Bloomberg School of Public Health, Baltimore, MD 21205, USA."""
294,university,"""Department of Dermatology, Venerology, and Allergology, Charit\xc3\xa9-Universit\xc3\xa4tsmedizin Berlin, 10098 Berlin, Germany."""
295,university,"""Department of Chemistry &amp; Biochemistry, 251 Nieuwland Science Hall, University of Notre Dame, Notre Dame, IN 46556, USA."""
296,university,"""Faculty of Health Sciences, University of Macau, Macau, China."""
297,institute,"""Division of Stem Cells and Cancer, German Cancer Research Center (DKFZ) and Heidelberg Institute for Stem Cell Technology and Experimental Medicine (HI-STEM), Heidelberg, Germany."""
298,university,"""Computer Science &amp; Engineering, University of California, San Diego, CA, United States."""
299,university,"""University of Georgia Center for Vaccines and Immunology, Athens, GA, United States."""
300,university,"""Department of Chemical and Systems Biology, Stanford School of Medicine, Stanford University, Stanford, CA, United States."""
301,university,"""Beijing Advanced Innovation Center for Structural Biology, Beijing Frontier Research Center for Biological Structure, MOE Key Laboratory of Bioorganic Phosphorus Chemistry &amp; Chemical Biology, School of Pharmaceutical Sciences, Tsinghua University, Beijing 100084, China."""
302,university,"""Laboratory of Translational Immunology, Department of Immunology, University Medical Center Utrecht , Utrecht , Netherlands ; Department of Internal Medicine and Infectious Diseases, University Medical Center Utrecht , Utrecht , Netherlands."""
303,private,"""Misvik biology Ltd, Turku, Finland."""
304,university,"""Department of Hematology, Leiden University Medical Center, Leiden, Netherlands."""
305,university,"""Faculty of Medicine, University of Freiburg, Freiburg, Germany."""
306,private,"""Celldex Therapeutics, Hampton, NJ 08827, USA."""
307,university,"""Department of Microbiology and Immunology, Peter Doherty Institute for Infection and Immunity, The University of Melbourne, Parkville, VIC, 3010, Australia."""
308,university,"""School of Biochemistry, University of Bristol, Biomedical Sciences Building, University Walk, Bristol, BS8 1TD, USA."""
